Pay Item,Description,Quantity,Unit,Unit Price,Bid Date,Bidder Name,ProjectID,Job Size,Job Desc,County,Region,Pos,Extension,Bidder2Name,Bidder3Name,Bidder2Total,Bidder3Total,JobFederalID,PopulationArea,StateID,DistrictIDs,DistrictNames
202-02240,PAVEMENT REMOVAL,110.0,SYS,63.5,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,6985.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
202-02240,PAVEMENT REMOVAL,110.0,SYS,125.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,13750.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
202-02240,PAVEMENT REMOVAL,110.0,SYS,40.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,4400.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
202-02240,PAVEMENT REMOVAL,110.0,SYS,120.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,13200.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
202-51328,"PRESENT STRUCTURE, REMOVE PORTIONS, STRUCTURE NO. 1",1.0,L.S.,258800.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,258800.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
202-51328,"PRESENT STRUCTURE, REMOVE PORTIONS, STRUCTURE NO. 1",1.0,L.S.,97270.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,97270.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
202-51328,"PRESENT STRUCTURE, REMOVE PORTIONS, STRUCTURE NO. 1",1.0,L.S.,350000.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,350000.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
202-51328,"PRESENT STRUCTURE, REMOVE PORTIONS, STRUCTURE NO. 1",1.0,L.S.,165000.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,165000.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
203-02000,"EXCAVATION, COMMON",144.0,C.Y.,196.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,28224.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
203-02000,"EXCAVATION, COMMON",144.0,C.Y.,75.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,10800.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
203-02000,"EXCAVATION, COMMON",144.0,C.Y.,55.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,7920.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
203-02000,"EXCAVATION, COMMON",144.0,C.Y.,70.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,10080.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
203-02070,BORROW,803.0,C.Y.,0.01,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,8.03,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
203-02070,BORROW,803.0,C.Y.,75.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,60225.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
203-02070,BORROW,803.0,C.Y.,80.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,64240.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
203-02070,BORROW,803.0,C.Y.,90.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,72270.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12108,STORMWATER MANAGEMENT BUDGET,9360.0,$,1.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,9360.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12108,STORMWATER MANAGEMENT BUDGET,9360.0,$,1.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,9360.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12108,STORMWATER MANAGEMENT BUDGET,9360.0,$,1.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,9360.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12108,STORMWATER MANAGEMENT BUDGET,9360.0,$,1.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,9360.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12616,STORMWATER MANAGEMENT IMPLEMENTATION,1.0,L.S.,7300.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,7300.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12616,STORMWATER MANAGEMENT IMPLEMENTATION,1.0,L.S.,20500.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,20500.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12616,STORMWATER MANAGEMENT IMPLEMENTATION,1.0,L.S.,3208.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,3208.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12616,STORMWATER MANAGEMENT IMPLEMENTATION,1.0,L.S.,30000.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,30000.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12618,SWQCP PREPARATION,1.0,L.S.,4500.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,4500.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12618,SWQCP PREPARATION,1.0,L.S.,4500.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,4500.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12618,SWQCP PREPARATION,1.0,L.S.,2000.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,2000.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
205-12618,SWQCP PREPARATION,1.0,L.S.,2000.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,2000.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
207-08264,"SUBGRADE TREATMENT, TYPE II",233.0,SYS,43.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,10019.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
207-08264,"SUBGRADE TREATMENT, TYPE II",233.0,SYS,25.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,5825.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
207-08264,"SUBGRADE TREATMENT, TYPE II",233.0,SYS,25.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,5825.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
207-08264,"SUBGRADE TREATMENT, TYPE II",233.0,SYS,50.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,11650.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
207-09935,"SUBGRADE TREATMENT, TYPE IC",580.0,SYS,45.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,26100.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
207-09935,"SUBGRADE TREATMENT, TYPE IC",580.0,SYS,55.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,31900.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
207-09935,"SUBGRADE TREATMENT, TYPE IC",580.0,SYS,45.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,26100.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
207-09935,"SUBGRADE TREATMENT, TYPE IC",580.0,SYS,95.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,55100.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
213-08068,DRILLED HOLE FOR FLOWABLE BACKFILL,4.0,EACH,100.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,1,400.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
213-08068,DRILLED HOLE FOR FLOWABLE BACKFILL,4.0,EACH,300.0,05/07/2026,ICC GROUP INC,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,2,1200.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
213-08068,DRILLED HOLE FOR FLOWABLE BACKFILL,4.0,EACH,500.0,05/07/2026,DUNNET BAY CONSTRUCTION COMPANY,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,3,2000.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
213-08068,DRILLED HOLE FOR FLOWABLE BACKFILL,4.0,EACH,625.0,05/07/2026,MILESTONE CONTRACTORS LP,B -43355-A,1855375.11,BRIDGE DECK OVERLAY,PORTER,4,4,2500.0,ICC GROUP INC,DUNNET BAY CONSTRUCTION COMPANY,2019000.0,2024864.5,2002344,,IN,4,LAPORTE
