Pay Item,Description,Quantity,Unit,Unit Price,Bid Date,Bidder Name,ProjectID,Job Size,Job Desc,County,Region,Pos,Extension,Bidder2Name,Bidder3Name,Bidder2Total,Bidder3Total,JobFederalID,PopulationArea,StateID,DistrictIDs,DistrictNames
605-06120,"CURB, CONCRETE",72.0,L.F.,59.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,4248.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
605-06140,"CURB AND GUTTER, CONCRETE",4410.0,L.F.,26.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,114660.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
605-06140,"CURB AND GUTTER, CONCRETE",4410.0,L.F.,38.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,167580.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
610-07487,"HMA FOR APPROACHES, TYPE B",460.0,TON,150.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,69000.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
610-07487,"HMA FOR APPROACHES, TYPE B",460.0,TON,155.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,71300.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
610-08446,"PCCP FOR APPROACHES, 6 IN.",199.0,SYS,125.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,24875.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
610-08446,"PCCP FOR APPROACHES, 6 IN.",199.0,SYS,102.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,20298.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
611-08232,"MAILBOX ASSEMBLY, RESET, SINGLE",21.0,EACH,665.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,13965.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
611-08232,"MAILBOX ASSEMBLY, RESET, SINGLE",21.0,EACH,525.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,11025.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
615-06527,"MONUMENT, SECTION CORNER",1.0,EACH,1025.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,1025.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
615-06527,"MONUMENT, SECTION CORNER",1.0,EACH,1025.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,1025.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
616-06405,"RIPRAP, REVETMENT",394.0,TON,210.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,82740.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
616-06405,"RIPRAP, REVETMENT",394.0,TON,198.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,78012.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
616-06451,"RIPRAP, UNIFORM",271.0,TON,210.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,56910.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
616-06451,"RIPRAP, UNIFORM",271.0,TON,180.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,48780.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
616-12246,"GEOTEXTILE FOR RIPRAP, TYPE 1A",1061.0,SYS,6.24,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,6620.64,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
616-12246,"GEOTEXTILE FOR RIPRAP, TYPE 1A",1061.0,SYS,3.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,3183.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-01004,MOBILIZATION AND DEMOBILIZATION FOR SEEDING,1.0,EACH,475.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,475.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-01004,MOBILIZATION AND DEMOBILIZATION FOR SEEDING,1.0,EACH,1000.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,1000.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-02770,EROSION CONTROL BLANKET,4223.0,SYS,1.75,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,7390.25,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-02770,EROSION CONTROL BLANKET,4223.0,SYS,1.55,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,6545.65,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06545,FERTILIZER FOR PERMANENT SEEDING,1.0,TON,775.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,775.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06545,FERTILIZER FOR PERMANENT SEEDING,1.0,TON,900.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,900.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06553,"SEED MIXTURE, TYPE R",615.0,LBS,6.12,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,3763.8,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06553,"SEED MIXTURE, TYPE R",615.0,LBS,7.6,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,4674.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06565,MULCHING MATERIAL,5.0,TON,720.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,3600.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06565,MULCHING MATERIAL,5.0,TON,600.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,3000.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06567,WATER,119.0,M.G.,5.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,595.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06567,WATER,119.0,M.G.,50.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,5950.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06574,SODDING,1151.0,SYS,10.35,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,11912.85,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
621-06574,SODDING,1151.0,SYS,9.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,10359.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
628-09403,"FIELD OFFICE, TYPE C",18.0,MOS,3350.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,60300.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
628-09403,"FIELD OFFICE, TYPE C",18.0,MOS,2200.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,39600.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
628-11976,COMPUTER SYSTEM EQUIPMENT,2.0,EACH,275.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,550.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
628-11976,COMPUTER SYSTEM EQUIPMENT,2.0,EACH,900.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,1800.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
629-000149,TOPSOIL PROCESSING AND DISTRIBUTION,14865.0,SYS,9.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,133785.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
629-000149,TOPSOIL PROCESSING AND DISTRIBUTION,14865.0,SYS,11.5,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,170947.5,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
629-000150,TOPSOIL AMENDMENT BUDGET,29730.0,$,1.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,29730.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
629-000150,TOPSOIL AMENDMENT BUDGET,29730.0,$,1.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,29730.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-02628,"SAFETY METAL END SECTION, 6:1, DIAMETER 15 IN.",3.0,EACH,2200.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,6600.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-02628,"SAFETY METAL END SECTION, 6:1, DIAMETER 15 IN.",3.0,EACH,2200.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,6600.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-03584,"SAFETY METAL END SECTION, 4:1, DIAMETER 18 IN.",1.0,EACH,2720.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,2720.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-03584,"SAFETY METAL END SECTION, 4:1, DIAMETER 18 IN.",1.0,EACH,2720.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,2720.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05019,"PIPE, TYPE 1, CIRCULAR, DIAMETER 36 IN.",54.0,L.F.,331.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,17874.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05019,"PIPE, TYPE 1, CIRCULAR, DIAMETER 36 IN.",54.0,L.F.,331.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,17874.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05032,"PIPE, TYPE 2, CIRCULAR, DIAMETER 15 IN.",1144.0,L.F.,111.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,126984.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05032,"PIPE, TYPE 2, CIRCULAR, DIAMETER 15 IN.",1144.0,L.F.,111.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,126984.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05048,"PIPE, TYPE 4, CIRCULAR, DIAMETER 6 IN.",3921.0,L.F.,26.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,101946.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05048,"PIPE, TYPE 4, CIRCULAR, DIAMETER 6 IN.",3921.0,L.F.,26.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,101946.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05133,"PIPE, TYPE 1, CIRCULAR, DIAMETER 60 IN.",64.0,L.F.,484.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,30976.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05133,"PIPE, TYPE 1, CIRCULAR, DIAMETER 60 IN.",64.0,L.F.,484.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,30976.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05152,"PIPE, TYPE 2, CIRCULAR, DIAMETER 18 IN.",1188.0,L.F.,94.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,111672.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05152,"PIPE, TYPE 2, CIRCULAR, DIAMETER 18 IN.",1188.0,L.F.,94.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,111672.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05168,"PIPE, TYPE 3, CIRCULAR, DIAMETER 12 IN.",90.0,L.F.,93.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,8370.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05168,"PIPE, TYPE 3, CIRCULAR, DIAMETER 12 IN.",90.0,L.F.,93.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,8370.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05169,"PIPE, TYPE 3, CIRCULAR, DIAMETER 15 IN.",80.0,L.F.,123.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,9840.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05169,"PIPE, TYPE 3, CIRCULAR, DIAMETER 15 IN.",80.0,L.F.,123.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,9840.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05171,"PIPE, TYPE 3, CIRCULAR, DIAMETER 18 IN.",31.0,L.F.,155.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,4805.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05171,"PIPE, TYPE 3, CIRCULAR, DIAMETER 18 IN.",31.0,L.F.,155.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,4805.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05841,"CONCRETE ANCHOR, DIAMETER 60 IN.",2.0,EACH,11200.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,22400.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-05841,"CONCRETE ANCHOR, DIAMETER 60 IN.",2.0,EACH,11200.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,22400.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-08162,"PIPE, TYPE 1, DEFORMED, MIN. AREA 8.8 SFT",48.0,L.F.,289.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,13872.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-08162,"PIPE, TYPE 1, DEFORMED, MIN. AREA 8.8 SFT",48.0,L.F.,289.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,13872.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-09064,VIDEO INSPECTION FOR PIPE,2323.0,L.F.,1.6,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,3716.8,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-09064,VIDEO INSPECTION FOR PIPE,2323.0,L.F.,2.25,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,5226.75,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-11509,"CONCRETE ANCHOR, MIN. AREA 8.8 SFT",2.0,EACH,4150.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,8300.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-11509,"CONCRETE ANCHOR, MIN. AREA 8.8 SFT",2.0,EACH,4150.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,8300.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-12906,"SAFETY METAL END SECTION, 3:1, DIAMETER 36 IN.",2.0,EACH,6230.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,12460.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-12906,"SAFETY METAL END SECTION, 3:1, DIAMETER 36 IN.",2.0,EACH,6230.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,12460.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-46000,"PIPE END SECTION, DIAMETER 12 IN.",4.0,EACH,1960.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,7840.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-46000,"PIPE END SECTION, DIAMETER 12 IN.",4.0,EACH,1960.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,7840.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-46005,"PIPE END SECTION, DIAMETER 15 IN.",6.0,EACH,2160.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,12960.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-46005,"PIPE END SECTION, DIAMETER 15 IN.",6.0,EACH,2160.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,12960.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-46010,"PIPE END SECTION, DIAMETER 18 IN.",6.0,EACH,2340.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,14040.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
715-46010,"PIPE END SECTION, DIAMETER 18 IN.",6.0,EACH,2340.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,14040.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
718-06532,VIDEO INSPECTION FOR UNDERDRAIN,3921.0,L.F.,1.25,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,4901.25,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
718-06532,VIDEO INSPECTION FOR UNDERDRAIN,3921.0,L.F.,2.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,7842.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
718-12305,"GEOTEXTILE FOR UNDERDRAINS, TYPE 1A",4383.0,SYS,1.2,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,5259.6,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
718-12305,"GEOTEXTILE FOR UNDERDRAINS, TYPE 1A",4383.0,SYS,1.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,4383.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
718-52610,AGGREGATE FOR UNDERDRAINS,540.0,C.Y.,56.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,30240.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
718-52610,AGGREGATE FOR UNDERDRAINS,540.0,C.Y.,56.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,30240.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
720-01092,"MANHOLE, TYPE J15, MODIFIED",12.0,EACH,6290.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,75480.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
720-01092,"MANHOLE, TYPE J15, MODIFIED",12.0,EACH,6290.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,75480.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
720-12798,"CASTING, MANHOLE, ADJUST TO GRADE",1.0,EACH,808.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,808.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
720-12798,"CASTING, MANHOLE, ADJUST TO GRADE",1.0,EACH,808.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,808.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
720-45030,"INLET, TYPE E7",1.0,EACH,2860.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,2860.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
720-45030,"INLET, TYPE E7",1.0,EACH,2860.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,2860.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
720-45035,"INLET, TYPE F7",2.0,EACH,2860.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,5720.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
720-45035,"INLET, TYPE F7",2.0,EACH,2860.0,05/07/2026,MILESTONE CONTRACTORS LP,R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,2,5720.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
720-98174,"INLET, TYPE B15",5.0,EACH,4220.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -37669-A,5418222.12,ROAD RECONSTRUCTION,PORTER,4,1,21100.0,MILESTONE CONTRACTORS LP,,5673113.57,,1401029,,IN,4,LAPORTE
